areacod;senhagmail;senha;usuario;senhagutem;usuariogutem;emailgmail;emaildestino1;emaildestino2;assuntoemail;mensagem;identificacaonomecompleto;identificacaoemail;identificacaotelefone;pagamentocartaocreditonome;CardNumber1;ExpiryDate;SecurityCode;pagamentocartaocreditocpfcnpj;pagamentocartaocreditocpfcnpjsaude;enderecocep;enderecologradouro;endereconumero;enderecocomplemento;enderecobairro;enderecouf;enderecocidade;pagamentodebitocontacpfcnpj;pagamentodebitocontaagencia;pagamentodebitocontaagenciadigito;pagamentodebitocontaconta;pagamentodebitocontacontadigito;ID
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;001
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;002
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;003
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;004
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;005
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;006
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;007
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;008
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;009
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;010
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;011
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;012
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;013
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;014
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;015
21;We34873793092;32511999862;thiago.silva@abril.com.br ;97101901999;JUANPIRES@MAILINATOR.COM;qqaautomatizado2021@hotmail.com;filipe.gomes@abril.com.br;thiago.silva@abril.com.br ;Relatorios;Segue Anexo.;Test well;testwell@abril.com.br;21999999999;Test well;5596 7057 5045 1877;0723;236;61209330008;64241429084;20720311;Carolina Santos;55;Bloco 1 Apt 305;Lins ;RJ;Rio de Janeiro;52954201088;8726;1;542569;4;016
